Text,Identifies text: Diaries by year number; texts in vol 5 by text number; GYTs by tablet inventory number
Obj,planet
T_Era,king for regnal year or SE for Seleucid Era
T_Y,year number in Babylonian calendar
T_M,month number in Bab calendar
T_D,day number in Bab calendar
T_T,f = first part of night; l = last part of night
NS_Id,identifies normal star
NS_No,number of normal star in Sachs-Hunger list
Up,Y if there is a measurement above or below
Up_C,number of cubits; positive means above; negative means below
Up_F,number of fingers
Ahead,Y if there is a measurement behind or in front
Ahead_C,number of cubits; positive means behind; negative means in front
Ahead_F,number of fingers
Notes,miscellaneous including indication of uncertain readings or corrections to text
J_Y,Julian year number using astronomical convention -x = x+1 B.C.
J_M,number of Julian month
J_D,number of Julian calendar day; always the number of the day preceding the night
P_Long,tropical longitude from JPL ephemeris; midnight for outer planets; 4 hours before or after midnight for inners; midnight = 21 UT
P_Lat,latitude from JPL
NS_Long,tropical longitude of NS
NS_Lat,latitude of NS


Text,Obj,T_Era,T_Y,T_M,T_D,T_T,NS_Id,NS_No,Up,Up_C,Up_F,Ahead,Ahead_C,Ahead_F,Notes,J_Y,J_M,J_D,P_Long,P_Lat,NS_Long,NS_Lat
H66,Jupiter,Artax_III,12,8,3,,rLeo,19,Y,,6,N,,,,-346,11,4,123.5438112,0.8760931,123.7868592,0.0255605
H66,Jupiter,Artax_III,12,11,9,,aLeo,18,Y,,8,N,,,distance?,-345,2,7,117.2587258,1.2042675,117.3899865,0.360815833
H66,Jupiter,Artax_III,13,2,14,,aLeo,18,Y,,8,N,,,,-345,5,11,117.2499651,1.0683922,117.3899865,0.360815833
H66,Jupiter,Artax_III,13,3,24,,rLeo,19,Y,0.5,,N,,,,-345,6,20,123.6290219,1.0209733,123.8006979,0.025624583
H66,Jupiter,Artax_III,13,7,4,,bVir,21,Y,,4,N,,,,-345,9,25,143.9162255,1.0968537,144.0575408,0.643028542
H66,Jupiter,Artax_III,15,9,29,,bSco,27,Y,,-1,N,,,,-343,12,26,210.5151796,1.0984038,210.6462906,1.296204917
H66,Jupiter,Artax_III,16,6,4,,bSco,27,Y,,5,N,,,,-342,8,24,210.5252595,0.7984042,210.6601229,1.296087167
H66,Jupiter,Artax_III,17,11,4,,bCap,30,Y,-2.5,,N,,,T_D?,-340,2,6,271.7256435,-0.164873,271.507745,4.84579
H66,Jupiter,Darius_III,1,2,2,,thCnc,14,Y,0.5,,N,,,,-334,4,28,92.7094787,0.5662911,93.3219325,-0.975914667
H66,Jupiter,Darius_III,1,2,5,,hCnc,13,Y,,-2,,,,,-334,5,1,93.1847771,0.5672934,92.98607008,1.352579417
H66,Jupiter,Darius_III,1,2,22,,dCnc,16,,,,N,,,,-334,5,18,96.1325895,0.5747621,96.25546258,-0.0203335
H66,Jupiter,Darius_III,1,6,5,,aLeo,18,Y,,2,N,,,,-334,8,27,117.3584365,0.7092196,117.5415138,0.361419
H66,Jupiter,Darius_III,2,10,17,,gVir,22,Y,,-14,N,,,,-332,1,22,157.9250389,1.6183899,157.7169173,2.842135333
H66,Jupiter,Darius_III,4,8,21,,bSco,27,,,,N,,,,-331,12,6,210.701194,1.0113612,210.8122781,1.294791917
H66,Jupiter,Darius_III,4,10,8,,aSco,28,Y,2.5,,N,,,,-330,1,21,217.9879022,1.0718884,217.3922813,-4.26539125
H66,Jupiter,Darius_III,5,3,8,,bSco,27,Y,,-1,N,,,,-330,6,17,210.7221856,1.0142556,210.8261104,1.294674167
H66,Jupiter,Darius_III,5,4,5,,bSco,27,Y,,-2,N,,,,-330,7,14,210.6216219,0.891929,210.8261104,1.294674167
H66,Jupiter,Darius_III,5,6,7,,aSco,28,Y,2.5,,N,,,,-330,9,13,217.6826203,0.6617482,217.3922813,-4.26539125
H66,Jupiter,Alex,10,6,24,,hPsc,1,Y,-3,,N,,,,-326,9,16,355.3819884,-1.7749861,354.4997802,5.249173167
H66,Jupiter,Alex,11,9,2,,hTau,4,Y,-1.67,,N,,,,-325,12,10,25.8460114,-1.1283462,27.68374167,3.815241667
H66,Jupiter,Alex,11,10,7,,hTau,4,Y,-2,,N,,,T_D?,-324,1,14,26.1479146,-0.9518042,27.69757867,3.815338667
H66,Jupiter,Alex,12,4,12,,hGem,8,Y,,5,N,,,,-324,7,14,61.1055418,-0.517211,61.136621,-1.195782
H66,Jupiter,Alex,12,4,22,,mGem,9,Y,,4,N,,,,-324,7,24,62.937645,-0.5104693,62.96334,-1.058584333
H66,Jupiter,Alex,12,6,8,,gGem,10,Y,2.67,,N,,,,-324,9,7,68.8146592,-0.4865516,66.80902267,-7.003976833
H66,Jupiter,Alex,12,7,20,,gGem,10,Y,2,20,N,,,,-324,10,19,69.1796384,-0.4539228,66.80902267,-7.003976833
H66,Jupiter,Alex,12,9,16,,mGem,9,Y,,6,N,,,,-324,12,13,62.8713477,-0.3403119,62.96334,-1.058584333
H66,Jupiter,Alex,12,9,29,,hGem,8,Y,,8,N,,,,-324,12,26,61.3851428,-0.3018896,61.136621,-1.195782
H66,Jupiter,Alex,12,12,5,,hGem,8,Y,,10,N,,,,-323,2,28,61.190886,-0.1196836,61.15046075,-1.195647333
H66,Jupiter,Alex,12,12,20,,mGem,9,Y,,10,N,,,,-323,3,15,62.8898887,-0.0849452,62.97719667,-1.058479083
H66,Jupiter,Alex,13,1,25,,gGem,10,Y,2.67,,N,,,distance?,-323,4,19,68.5928354,-0.0146675,66.822862,-7.003860958
H66,Jupiter,Alex,13,5,20,,thCnc,14,Y,,20,N,,,,-323,8,10,92.6357181,0.1871748,93.47402125,-0.974847667
H66,Jupiter,Alex,13,6,9,,dCnc,16,Y,0,,N,,,,-323,8,29,96.0785307,0.2290941,96.40783413,-0.01978075
H66,Jupiter,Alex,13,10,22,,dCnc,16,Y,,5,N,,,,-322,1,7,96.2271953,0.6184692,96.42168608,-0.0197305
H66,Jupiter,Alex,13,12.2,10,,thCnc,14,,,,,,,,-322,3,24,92.7866529,0.6620298,93.4878475,-0.974750667
H70,Jupiter,SE,12,1,25,,aGem,11,,,,N,,,,-299,4,24,77.2460349,0.1827841,78.26980813,9.809842792
H70,Jupiter,SE,12,6,12,,eLeo,17,,,,N,,,,-299,9,5,104.9113618,0.4231087,108.7376403,9.535967292
H70,Jupiter,SE,12,10,1,,eLeo,17,Y,-3,,N,,,,-299,12,21,108.6538108,0.7987067,108.7376403,9.535967292
H70,Jupiter,SE,13,1,28,,eLeo,17,Y,-4,,N,,,,-298,5,16,107.0256392,0.8236208,108.7514848,9.536055417
H70,Jupiter,SE,13,6,15,,thLeo,20,,,,N,,,,-298,9,28,134.281881,0.9723191,131.4483051,9.646277083
H70,Jupiter,SE,14,3,8,,thLeo,20,Y,-3.5,,N,,,,-297,6,13,136.9823336,1.2382402,131.4621597,9.646301042
H70,Jupiter,SE,14,6,27,,gVir,22,Y,,-20,N,,,,-297,9,29,158.6858439,1.1981044,158.201539,2.841750333
H70,Jupiter,SE,15,6,1,,aVir,23,Y,2,8,N,,,,-296,8,23,174.5698509,1.2061816,171.9565737,-1.904928667
H70,Jupiter,SE,15,9,1,,aLib,24,Y,,6,N,,,,-296,11,19,193.2858519,1.1959059,193.1831097,0.637303
H70,Jupiter,SE,16,2,4,,aLib,24,Y,,6,N,,,,-295,5,17,193.6204306,1.4215246,193.1969194,0.637190208
H70,Jupiter,SE,16,3,28,,aLib,24,Y,1,,N,,,T_D? distance?,-295,7,10,193.6153282,1.1618032,193.1969194,0.637190208
H70,Jupiter,SE,22,3,9,,aTau,5,Y,2,,N,,,,-289,6,16,40.0381142,-0.876854,37.94163833,-5.626310208
H70,Jupiter,SE,23,3,27,,gGem,10,,,,N,,,,-288,6,22,68.0411419,-0.2668465,67.30723867,-6.999805333
H70,Jupiter,SE,23,6,15,,bGem,12,,,,N,,,,-288,9,7,81.8107136,-0.1553685,81.789296,6.504447333
H70,Jupiter,SE,23,9,14,,bGem,12,,,,N,,,,-288,12,3,80.3185715,0.0252149,81.789296,6.504447333
H70,Jupiter,SE,23,10,20,,aGem,11,,,,N,,,,-287,1,10,75.574018,0.1174867,78.43595563,9.811406292
H70,Jupiter,SE,25,3,22,,aLeo,18,,,,,,,,-286,6,25,117.9858568,0.8871048,118.2027238,0.364051
H70,Jupiter,SE,49,3,16,,rLeo,19,Y,,14,N,,,,-262,6,24,124.9003715,1.0085359,124.9493142,0.0309435
H70,Jupiter,SE,49,6,24,,bVir,21,,,,N,,,,-262,9,29,145.2016154,1.0988095,145.224507,0.645888583
H70,Jupiter,SE,50,7,16,,aVir,23,Y,1.5,,N,,,,-261,10,11,171.5824681,1.2252806,172.4405464,-1.906856583
H77,Jupiter,SE,97,6,18,,gVir,22,Y,,-20,N,,,,-214,10,1,159.5784151,1.1958095,159.3507847,2.840837333
H77,Jupiter,SE,97,9,14,,aVir,23,Y,1.5,,N,,,,-214,12,26,171.9657146,1.4885436,173.0904526,-1.9094455
H77,Jupiter,SE,98,5,7,,aVir,23,Y,1.5,,N,,,,-213,8,11,172.4675219,1.2288606,173.1042804,-1.909500583
H78,Jupiter,SE,119,5,5,,eLeo,17,,,,,,,,-192,8,16,108.9938921,0.5236956,110.2189973,9.545396667
H78,Jupiter,SE,119,7,10,,aLeo,18,Y,,4,N,,,,-192,10,19,119.0944695,0.7166797,119.4975933,0.369205333
H78,Jupiter,SE,120,3,10,,aLeo,18,Y,,8,N,,,,-191,6,13,119.7485853,0.9445867,119.5113685,0.369260167
H78,Jupiter,SE,120,8,22,,bVir,21,Y,,6,N,,,,-191,10,21,145.9559528,1.1261315,146.2227552,0.648335125
H80,Jupiter,SE,131,5,9,,eLeo,17,,,,N,,,,-180,8,8,110.8644117,0.58024,110.3851308,9.546454167
H80,Jupiter,SE,131,6,24,,aLeo,18,Y,,2,N,,,,-180,9,22,119.4436483,0.6949623,119.6628958,0.369863333
-418,Mars,Darius_II,5,2,9,,thLeo,20,Y,-4,,N,,,,-418,5,3,131.5867444,1.6593393,129.7857501,9.643402083
-381,Mars,Artax_II,23,1,14,,bTau,6,Y,-2.5,,N,,,T_D?,-381,4,20,49.1045435,0.664259,49.48207029,5.188388125
-380,Mars,Artax_II,24,10,17,,hPsc,1,,,,,,,,-379,1,2,354.5588536,0.0651308,353.7665561,5.24675725
-380,Mars,Artax_II,24,12,7,,hTau,4,Y,-1,,N,,,,-379,2,20,25.3055253,0.6941768,26.93654367,3.810003667
-378,Mars,Artax_II,26,8,1,,aAri,3,,,,,,,,-378,10,27,3.9208999,-0.9387491,4.573595917,9.909073417
-372,Mars,Artax_II,32,11,21,,rLeo,19,,,,,,,,-371,2,6,122.0906752,4.573779,123.4408904,0.023958417
-346,Mars,Artax_III,12,10,9,,hTau,4,Y,-1,-8,N,,,,-345,1,9,25.3206512,1.4046011,27.40700167,3.813301667
-346,Mars,Artax_III,12,11,27,,bTau,6,Y,-1,-8,N,,,,-345,2,25,48.0408631,1.5535409,49.98032979,5.191365625
-346,Mars,Artax_III,12,12,3,,zTau,7,Y,1.5,,N,,,,-345,3,3,51.2841569,1.5538314,52.19234521,-2.493061042
-346,Mars,Artax_III,12,12,20,,hGem,8,,,,N,,,,-345,3,20,60.7176729,1.5413988,60.84598625,-1.19861
-346,Mars,Artax_III,12,12,23,,mGem,9,Y,,20,N,,,,-345,3,23,62.4138918,1.5372721,62.67235,-1.060794583
-324,Mars,Alex_III,12,1,7,,aLeo,18,Y,0.67,,N,,,,-324,4,12,117.6606605,2.2650949,117.6792658,0.361967333
-324,Mars,Alex_III,12,1,22,,rLeo,19,Y,,20,N,,,,-324,4,27,123.4904619,1.8452816,124.0913117,0.026970333
-324,Mars,Alex_III,12,3,4,,bVir,21,Y,,2,Y,,-1,,-324,6,7,144.0360476,0.9290319,144.3527973,0.643752167
-324,Mars,Alex_III,12,4,20,,aVir,23,Y,,20,N,,,,-324,7,22,171.4246965,0.1613701,171.5693955,-1.903386333
-322,Mars,Philip,1,6,12,,thOph,29,,,,,,,,-322,9,20,229.1755693,-1.2576418,229.1290864,-1.524131917
-322,Mars,Philip,1,9,1,,gCap,31,,,,,,,,-322,12,7,289.2029447,-1.2439779,289.3992586,-2.311474417
-322,Mars,Philip,1,9,3,,dCap,32,Y,,10,Y,,-2,,-322,12,9,290.7666046,-1.2328271,291.164404,-2.179578833
-321,Mars,Philip,2,6,6,,aLeo,18,,,,,,,,-321,9,3,117.6905321,1.1995216,117.7205915,0.362131833
-321,Mars,Philip,2,6,16,,rLeo,19,,,,,,,,-321,9,13,123.8559055,1.2765918,124.1328279,0.027162583
-308,Mars,Alex_IV,8,6,15,,eLeo,17,Y,-3.5,,N,,,,-308,9,17,108.1848893,1.1482807,108.6130402,9.535174167
-307,Mars,SE,4,4,13,,aVir,23,Y,,20,N,,,,-307,7,8,172.3205014,-0.0257029,171.804468,-1.90432275
-300,Mars,SE,11,8,5,,aLib,24,Y,0,,,,,,-300,11,7,194.0618274,0.7071496,193.1278708,0.637754167
-300,Mars,SE,11,8,11,,bLib,25,Y,-3.5,,N,,,,-300,11,13,198.203316,0.6604969,197.4302792,8.7544125
-291,Mars,SE,20,4,25,,bGem,12,Y,-2,,N,,,,-291,7,23,82.1329904,0.6364039,81.748272,6.504193833
-291,Mars,SE,20,6,10,,eLeo,17,,,,,,,,-291,9,4,108.8813246,1.1045911,108.848396,9.536672292
-284,Mars,SE,27,12,11,,bTau,6,Y,-1.5,,N,,,,-283,3,10,47.3915607,1.2223602,50.83844338,5.196493542
-277,Mars,SE,34,1,23,,aLeo,18,Y,0.67,,N,,,,-277,4,19,117.0540855,2.0657781,118.3267006,0.3645445
-277,Mars,SE,34,6,6,,aLib,24,,,,N,,,,-277,8,28,193.8632514,-0.2351754,193.4454941,0.635159958
-277,Mars,SE,34,6,13,,bLib,25,Y,-4.5,,N,,,,-277,9,4,198.8069548,-0.3207059,197.748372,8.751973542
-277,Mars,SE,34,7,1,,dSco,26,Y,0.5,,N,,,,-277,9,22,211.7963193,-0.5252544,210.9272535,-1.695455875
-277,Mars,SE,34,7,11,,aSco,28,Y,2.5,,N,,,,-277,10,2,219.1750986,-0.6281738,218.125459,-4.272186292
-273,Mars,SE,38,7,22,,bCap,30,Y,-1.67,,N,,,,-273,10,27,272.7150596,-1.66771,272.4355778,4.837906333
-273,Mars,SE,38,8,16,,gCap,31,Y,,8,N,,,,-273,11,19,290.207349,-1.4265129,290.0799033,-2.317164542
-273,Mars,SE,38,8,18,,dCap,32,Y,,8,N,,,T_D?,-273,11,21,291.7312458,-1.4033882,291.8447527,-2.188999083
-273,Mars,SE,38,11,14,,hPsc,1,Y,-3,,,,,,-272,2,15,355.8588183,-0.3209055,355.2468387,5.251634667
-273,Mars,SE,38,12,1,,aAri,3,,,,,,,,-272,3,2,7.2696573,-0.1332701,6.042318667,9.910712
-273,Mars,SE,38,12,30,,hTau,4,Y,-2,,N,,,,-272,3,31,27.4743555,0.1786136,28.41710267,3.820382667
-270,Mars,SE,41,6,28,,gVir,22,,,,,,,,-270,10,1,158.9768345,1.146309,158.57539,2.841453333
-270,Mars,SE,41,7,19,,aVir,23,Y,1.5,,N,,,,-270,10,21,172.0516884,1.0984817,172.3160963,-1.906360833
-266,Mars,SE,45,2,26,,dCnc,16,,,,,,,,-266,5,20,98.1224016,1.3860214,97.19739575,-0.0169165
-261,Mars,SE,50,7,17,,aLeo,18,Y,,8,N,,,,-261,10,11,118.8560157,1.5068634,118.547104,0.365421833
-261,Mars,SE,50,7,28,,rLeo,19,Y,,10,N,,,,-261,10,22,124.3863752,1.7206651,124.9631529,0.031007583
-256,Mars,SE,55,11,11,,hPsc,1,,,,N,,,,-255,2,3,357.5079794,-0.1599171,355.4820238,5.252409583
-256,Mars,SE,55,11,22,,aAri,3,,,,,,,,-255,2,14,5.179163,-0.0191817,6.277868542,9.910974792
-255,Mars,SE,56,1,14,,aTau,5,Y,2.83,,N,,,,-255,4,7,40.4824914,0.5202284,38.41270833,-5.624036458
-255,Mars,SE,56,2,3,,bTau,6,Y,-1.5,,N,,,,-255,4,25,52.3673052,0.6636833,51.22597854,5.198809375
-255,Mars,SE,56,2,7,,zTau,7,Y,1.5,,N,,,,-255,4,29,54.9892969,0.6929324,53.43804646,-2.481597292
-255,Mars,SE,56,6.2,24,,gVir,22,Y,-0.67,,N,,,,-255,10,10,160.1244791,1.2273324,158.783085,2.841288333
-254,Mars,SE,57,10,3,,hPsc,1,Y,-1.83,,N,,,,-253,1,5,354.9173582,0.0251174,355.5096926,5.25250075
-254,Mars,SE,57,10,15,,bAri,2,Y,-4.5,,N,,,,-253,1,17,2.568004,0.215937,2.657659375,8.407051625
-254,Mars,SE,57,10,27,,aAri,3,Y,-4,,N,,,,-253,1,29,10.2386294,0.3803478,6.305580292,9.911005708
-251,Mars,SE,60,12,3,,gCap,31,Y,0.83,,N,,,,-250,3,2,291.7600964,-1.0402414,290.3993896,-2.319835417
-251,Mars,SE,60,12,5,,dCap,32,Y,0.83,,N,,,,-250,3,4,293.2936094,-1.0643946,292.1641,-2.193420833
-246,Mars,SE,65,6,4,,dCnc,16,Y,,5,N,,,,-246,9,11,96.9213625,0.8721913,97.47443492,-0.0159115
-246,Mars,SE,65,6,26,,eLeo,17,,,,N,,,,-246,10,3,108.7237507,1.2842913,109.4713966,9.540637917
-245,Mars,SE,66,1,23,,rLeo,19,,,,,,,,-245,4,25,124.2681504,1.9170532,125.1845729,0.032032917
-245,Mars,SE,66,6,3,,bLib,25,Y,-3.5,,N,,,,-245,8,31,199.5808484,-0.4094297,198.190936,8.748580208
-245,Mars,SE,66,6,20,,bSco,27,Y,-0.5,,N,,,,-245,9,17,211.7909529,-0.6026128,212.0018552,1.284665417
-240,Mars,SE,71,9,11,,aLib,24,Y,,4,N,,,,-240,12,9,193.1143041,1.2990511,193.9564533,0.630986667
-230,Mars,SE,81,1,25,,rLeo,19,Y,0.5,,N,,,,-230,5,11,124.7908476,1.5578794,125.3921542,0.032994167
-230,Mars,SE,81,6,28,,aSco,28,Y,2,,N,,,,-230,10,8,221.6030997,-0.5990896,218.7756354,-4.278212083
-229,Mars,SE,82,12,18,,thLeo,20,Y,-4,,N,,,,-228,3,13,136.1678891,3.659237,132.4181288,9.647954167
-221,Mars,SE,90,9,12,,aSco,28,,,,,,,,-221,12,11,218.707628,0.3790993,218.9001373,-4.279365958
-218,Mars,SE,93,8,10,,gGem,10,Y,3.5,,N,,,,-218,11,6,68.2069458,1.5302071,68.275992,-6.991694083
-218,Mars,SE,93,8,20,,mGem,9,,,,N,,,nn C 4 F above,-218,11,16,64.9057076,1.9710686,64.43214667,-1.047427833
-218,Mars,SE,93,8,25,,hGem,8,,,,,,,,-218,11,21,62.9746022,2.1703208,62.6036345,-1.181507333
-218,Mars,SE,93,12,11,,gGem,10,,,,,,,,-217,3,5,69.0795581,2.186597,68.28983133,-6.991578208
-212,Mars,SE,99,10,18,,aVir,23,Y,1.83,,N,,,,-211,1,6,172.1976186,2.9406798,173.131936,-1.90961075
-210,Mars,SE,101,6,9,,rLeo,19,,,,,,,,-210,9,8,125.4506054,1.2531055,125.6689292,0.034275833
-210,Mars,SE,101,6,13,,thLeo,20,Y,-4,,N,,,T_D?,-210,9,12,127.932857,1.2783229,132.6675121,9.648385417
-209,Mars,SE,102,2,10,,dSco,26,,,,N,,,,-209,5,4,212.2915377,-0.4765476,211.8681894,-1.703862375
-209,Mars,SE,102,4,29,,aSco,28,Y,1,,N,,,,-209,7,21,218.4746399,-2.6936961,219.0661398,-4.280904458
-207,Mars,SE,104,1,17,,bCap,30,,,,,,,2C+?lost,-207,4,18,273.68156,-1.2821687,273.3495623,4.830140333
-204,Mars,SE,107,1,15,,gGem,10,,,,N,,,,-204,4,13,69.430427,1.316246,68.46974267,-6.990071833
-201,Mars,SE,110,10,2,,bGem,12,Y,-1,-6,N,,,,-201,12,19,83.4637394,3.6669179,82.978992,6.511798833
-201,Mars,SE,110,12.2,28,,dCnc,16,Y,1,,N,,,,-200,4,12,98.116008,1.9938538,98.111625,-0.0136
-199,Mars,SE,112,5,20,,bGem,12,Y,-3,,N,,,T_D?,-199,8,20,82.2749009,0.4397203,83.00634133,6.511967833
-197,Mars,SE,114,7,22,,thLeo,20,Y,-4.5,,N,,,,-197,10,28,135.3209582,1.8073546,132.8476222,9.648696875
-197,Mars,SE,114,8,12,,bVir,21,Y,0.67,,N,,,,-197,11,16,144.5501034,2.1516975,146.1383962,0.648128375
-197,Mars,SE,114,9,26,,gVir,22,,,,,,,,-197,12,30,159.8338042,3.1859048,159.5861723,2.840650333
-197,Mars,SE,114,11,8,,gVir,22,,,,,,,,-196,2,9,158.5015824,4.1770293,159.6000187,2.840639333
-197,Mars,SE,114,12,25,,bVir,21,Y,1.5,,N,,,,-196,3,26,143.8590789,3.1084559,146.152456,0.648162833
-195,Mars,SE,116,5,8,,eLeo,17,Y,-3,,,,,,-195,8,22,110.3015484,1.0941627,110.177464,9.545132292
-195,Mars,SE,116,8,2,,gVir,22,Y,,-8,N,,,,-195,11,13,159.8792827,1.7789292,159.613865,2.840628333
-193,Mars,SE,118,8,22,,aVir,23,Y,1,4,,,,,-193,11,12,173.765427,1.3994767,173.3808362,-1.91060225
-193,Mars,SE,118,10,27,,bSco,27,Y,0,,N,,,,-192,1,15,212.5414295,1.2740569,212.7349667,1.278424667
-186,Mars,SE,125,11,9,,mGem,9,Y,1.5,,N,,,,-185,2,8,64.9804883,2.7158398,64.88941667,-1.043954583
-186,Mars,SE,125,11,21,,gGem,10,Y,3.5,,N,,,,-185,2,20,68.735155,2.540748,68.73269,-6.987870208
-183,Mars,SE,128,2,13,,rLeo,19,Y,0.5,,N,,,,-183,5,19,126.8898729,1.422075,126.0425754,0.036006083
-179,Mars,SE,132,4,25,,aLib,24,Y,-0.83,,N,,,,-179,7,14,194.0462554,-1.0810293,194.7988455,0.624106375
-178,Mars,SE,133,11,14,,aSco,28,Y,2.5,,N,,,,-177,2,15,219.8805092,1.5083417,219.5088131,-4.285007125
-175,Mars,SE,136,2,5,,dCap,32,,,,,,,2C+?lost,-175,5,13,294.6106115,-2.6466788,293.20545,-2.207839583
-173,Mars,SE,138,12,10,,zTau,7,Y,1.5,,N,,,T_D?,-172,3,15,55.6859769,1.3990942,54.58685983,-2.471025167
-170,Mars,SE,141,11,8,,dCap,32,Y,,2,N,,,T_D?,-169,2,10,294.3703449,-1.0491516,293.288758,-2.208993083
-168,Mars,SE,143,5,27,,aLib,24,Y,,-4,Y,,2,,-168,9,12,195.3215432,-0.0270741,194.9507523,0.622865667
-168,Mars,SE,143,6,5,,bLib,25,,,,N,,,,-168,9,19,200.3088604,-0.1070457,199.2558557,8.740415
-165,Mars,SE,146,6,22,,rLeo,19,,,,,,,T_D?,-165,10,4,125.9302471,1.446135,126.2916729,0.037159583
-163,Mars,SE,148,9,12,,aVir,23,,,,,,,,-163,11,30,173.1903239,1.8068618,173.79567,-1.91225475
-163,Mars,SE,148,10,25,,aLib,24,,,,,,,,-162,1,11,194.8117691,2.0487668,195.0336106,0.622188917
-163,Mars,SE,148,11,8,,bLib,25,Y,-3,,N,,,,-162,1,23,200.0799148,2.0976293,199.3388364,8.73977875
-162,Mars,SE,149,5,11,,thOph,29,Y,-0.5,,N,,,,-162,8,21,231.7769728,-2.333183,231.3429731,-1.546111917
-161,Mars,SE,150,6,26,,bVir,21,Y,,2,Y,,2,,-161,9,24,146.195929,1.275269,146.6445502,0.649368875
-161,Mars,SE,150,9,15,,aLib,24,Y,,3,Y,,-2,T_D?,-161,12,10,194.821323,1.2606396,195.0474203,0.622076125
-158,Mars,SE,153,9,29,,hPsc,1,,,,N,,,T_D restored,-158,12,21,361.5386555,0.3583708,356.8239622,5.256831167
-156,Mars,SE,155,12,24,,gGem,10,Y,4,,N,,,,-155,3,22,69.0097671,1.7204777,69.14787,-6.984393958
-155,Mars,SE,156,4,18,,thLeo,20,Y,-4.5,,N,,,,-155,7,12,135.5756048,1.0773798,133.4295165,9.649703125
-153,Mars,SE,158,4,7,,bVir?,21,Y,,1,Y,,2,text says gVir,-153,7,9,146.1553894,0.8961483,146.7570288,0.649644542
-149,Mars,SE,162,3,17,,aVir,23,Y,1,,N,,,,-149,7,6,174.0649397,-0.0712395,173.989259,-1.913025917
-146,Mars,SE,165,10,14,,bSco,27,Y,0,,N,,,,-145,1,22,213.645152,1.3922151,213.3850844,1.272890417
-144,Mars,SE,167,8,6,,aVir,23,Y,1,8,N,,,,-144,10,25,174.6139417,1.1176331,174.058398,-1.913301333
-144,Mars,SE,167,9,8,,aLib,24,Y,,2,Y,,1,,-144,11,25,194.9648625,0.9935268,195.2821853,0.620158667
-144,Mars,SE,167,9,16,,bLib,25,,,,N,,,,-144,12,3,200.2471818,0.9478085,199.5877787,8.73787
-142,Mars,SE,169,8,18,,bLib,25,Y,-3,,N,,,T_D?,-142,11,13,200.6859539,0.6093731,199.6154389,8.737657917
-140,Mars,SE,171,1,7,,aGem,11,Y,-3.5,,N,,,,-140,4,18,79.0337608,1.4695985,80.4712625,9.830559167
-140,Mars,SE,171,1,16,,bGem,12,Y,-2.5,,N,,,,-140,4,27,84.3642052,1.4456811,83.81314667,6.516953333
-140,Mars,SE,171,11,1,,bCap,30,Y,-2,,,,,cubits?,-139,2,1,275.1465649,-0.7800231,274.2912433,4.822139
-140,Mars,SE,171,11,22,,gCap,31,Y,0.5,,N,,,,-139,2,22,291.3357652,-1.0142682,291.9412582,-2.332725292
-140,Mars,SE,171,11,25,,dCap,32,Y,0.5,,N,,,,-139,2,25,293.6528214,-1.0458921,293.705298,-2.214760583
-137,Mars,SE,174,5,3,,mGem,9,Y,,4,N,,,4?F above,-137,8,7,66.2698799,-0.1085351,65.55453667,-1.038902583
-137,Mars,SE,174,5,7,,gGem,10,Y,3,,N,,,,-137,8,14,70.4754978,0.0011948,69.396978,-6.982308208
-137,Mars,SE,174,10,6,,hCnc,13,Y,,8,N,,,8?F above,-136,1,5,98.978033,4.2698923,95.72488033,1.372717667
-134,Mars,SE,177,7,10,,thOph,29,Y,,6,,,,,-134,10,9,233.5166492,-0.9640782,231.7304033,-1.549958417
-133,Mars,SE,178,6,14,,eLeo,17,,,,,,,,-133,9,2,110.2845294,1.0989585,111.0358204,9.550596042
-133,Mars,SE,178,7,30,,thLeo,20,Y,-4.5,,N,,,"date lost, but last of month",-133,10,18,137.3362607,1.6179058,133.7343182,9.650230208
-132,Mars,SE,179,6,7,,thOph,29,,,,,,,,-132,9,13,231.7388181,-1.4745627,231.7580768,-1.550233167
-132,Mars,SE,179,8,29,,dCap,32,,,,,,,,-132,12,4,294.2495303,-1.2664749,293.8024907,-2.216106333
-130,Mars,SE,181,3,10,,dSco,26,Y,,-8,N,,,star?,-130,6,29,212.9025885,-2.6930666,212.9613354,-1.71362875
-130,Mars,SE,181,12,27,,aTau,5,Y,3,,,,,,-129,4,7,39.7283025,0.4694757,40.15843833,-5.615610208
-129,Mars,SE,182,5,30,,thLeo,20,Y,-5,,N,,,last of month,-129,9,5,137.1618287,1.2191112,133.7897367,9.650326042
-126,Mars,SE,185,12,17,,bTau,6,,,,,,,,-125,3,14,52.5700275,1.3046004,53.02524896,5.209561458
-125,Mars,SE,186,1,8,,mGem,9,Y,1,,N,,,,-125,4,4,65.0495035,1.3355657,65.72081667,-1.037639583
-125,Mars,SE,186,1,13,,gGem,10,Y,4,,N,,,,-125,4,9,68.0481246,1.3385571,69.56305,-6.980917708
-125,Mars,SE,186,12,19,,dCap,32,,,,,,,T_D?,-124,3,5,293.3217361,-1.0559531,293.913568,-2.217644333
-124,Mars,SE,187,5,24,,bTau,6,,,,,,,,-124,9,2,52.27453,-1.1962576,53.0390895,5.209644167
-124,Mars,SE,187,6,5,,zTau,7,Y,0.5,,N,,,,-124,9,13,55.6689145,-0.9579101,55.25123383,-2.464911167
